Name,Location,Latitude,Longitude
ESKN,Stockholm/Skavsta,58.783,16.916
ESMK,Kristianstad / Everod,55.916,14.083
ESMQ,Kalmar,56.733,16.3
ESMS,Malmo / Sturup,55.55,13.366
ESMT,Halmstad Swedish Air Force Base,56.683,12.833
ESMV,Hagshult,57.3,14.133
ESMX,Vaxjo,56.85,14.833
ESNG,Gallivare,67.15,20.65
ESNJ,Jokkmokk,66.633,19.65
ESNK,Kramfors Flygplats,63.05,17.766
ESNL,Lycksele,64.547,18.717
ESNN,Sundsvall-Harnosand Flygplats,62.533,17.45
ESNO,Ornskoldsvik Airport,63.4,18.966
ESNQ,Kiruna Airport,67.816,20.333
ESNS,Skelleftea Airport,64.633,21.083
ESNU,Umea Flygplats,63.8,20.283
ESNY,Soderhamn,61.261,17.099
ESOE,Orebro Private,59.233,15.05
ESOK,Karlstad,59.444,13.337
ESOW,Vasteras / Hasslo,59.583,16.633
ESPA,Lulea / Kallax,65.55,22.133
ESPC,Ostersund / Froson,63.183,14.5
ESPD,Gunnarn,64.966,17.7
ESPE,Vidsel,65.866,20.133
ESSA,Stockholm / Arlanda,59.65,17.95
ESSB,Stockholm / Bromma,59.35,17.95
ESSD,Borlange,60.433,15.516
ESSF,Hultsfred Swedish Air Force Base,57.516,15.833
ESSK,Gavle / Sandviken Air Force Base,60.6,16.95
ESSL,Linkoping / Saab,58.4,15.683
ESSP,Norrkoping,58.583,16.15
ESSQ,Karlstad Flygplats,59.366,13.466
ESSV,Visby Flygplats,57.666,18.35
ESTL,Ljungbyhed,56.066,13.2
ETAD,Spangdahlem,49.983,6.7
ETAR,Ramstein,49.433,7.6
ETAS,Sembach United States Air Force Operated Base In Foreign Country,49.5,7.866
ETBA,Aachen / Merzbruck,50.816,6.183
ETCE,Mebstetten / Albstadt,50.116,9.116
ETEB,Ansbach / Katterbach,49.316,10.633
ETEH,Bad Kreuznach,49.85,7.883
ETEU,Giebelstadt,49.65,9.966
ETGB,Bergen,52.816,9.933
ETGG,Gluecksburg / Meierwik,54.833,9.5
ETGI,Idar-Oberstein,49.7,7.333
ETGK,Kuemmersruck,49.433,11.9
ETGW,Wittstock,53.2,12.516
ETGY,Kalkar,51.733,6.266
ETGZ,Messstetten,48.183,9.0
ETHA,Altenstadt,47.833,10.866
ETHB,Bueckeburg,52.283,9.083
ETHC,Celle,52.6,10.016
ETHE,Rheine-Bentlage,52.3,7.383
ETHF,Fritzlar,51.116,9.283
ETHI,Itzehoe,54.0,9.583
ETHL,Laupheim,48.216,9.916
ETHM,Mendig,50.366,7.316
ETHN,Niederstetten,49.4,9.966
ETHR,Roth,49.216,11.1
ETHS,Fassberg,52.916,10.183
ETHT,Cottbus Flugplatz,51.766,14.3
ETIC,Grafenwoehr,49.7,11.95
ETID,Hanau,50.166,8.966
ETIE,Heidelberg,49.4,8.65
ETIH,Hohenfels,49.216,11.833
ETIK,Illesheim,49.466,10.383
ETIN,Kitzingen Usa \ Af,49.75,10.2
ETME,Eggebek,54.633,9.35
ETMK,Kiel-Holtenau,54.383,10.15
ETMN,Nordholz,53.766,8.666
ETND,Diepholz,52.583,8.35
ETNG,Geilenkirchen,50.966,6.05
ETNH,Hohn,54.316,9.533
ETNJ,Jever,53.533,7.883
ETNL,Laage,53.916,12.283
ETNN,Noervenich,50.833,6.666
ETNP,Hopsten,52.333,7.533
ETNR,Preschen,51.666,14.633
ETNS,Schleswig-Jagel,54.466,9.516
ETNT,Wittmundhaven,53.55,7.666
ETNU,Trollenhagen,53.6,13.316
ETNW,Wunstorf,52.45,9.433
ETOR,Coleman Mannheim,49.566,8.466
ETOU,Wiesbaden,50.05,8.333
ETSA,Landsberg,48.066,10.9
ETSB,Buechel,50.166,7.066
ETSE,Erding,48.316,11.95
ETSF,Fuerstenfeldbruck,48.2,11.266
ETSH,Holzdorf,51.766,13.183
ETSI,Ingolstadt,48.716,11.533
ETSL,Lechfeld,48.183,10.866
ETSM,Memmingen,47.983,10.233
ETSN,Neuburg / Donau,48.716,11.216
ETSP,Pferdsfeld,49.85,7.6
ETUL,Laarbruch,51.6,6.15
ETUN,Nordhorn,52.45,7.166
ETUO,Guetersloh,51.916,8.3
ETUR,Brueggen,51.2,6.133
ETWM,Meppen-Mil,52.723,7.326
EVLA,Liepaja International Airport,56.516,21.083
EVRA,Riga International Airport,56.916,23.966
EYKA,Kaunas,54.9,23.919
EYPA,Palanga Intl.,55.919,21.05
EYSA,Siauliai Intl./Mil.,55.893,23.395
EYVI,Vilnius,54.633,25.1
FAAB,Alexander Bay,-28.566,16.533
FAAN,Aliwal North,-30.716,26.716
FABL,"Bloemfontein, Bloemfontein Airport",-29.1,26.3
FABM,Bethlehem Airport,-28.25,28.333
FABY,Beaufort West,-32.35,22.583
FACL,Carolina,-26.066,30.116
FACT,"Cape Town, Cape Town International Airport",-33.983,18.6
FACV,Calvinia,-31.466,19.766
FADA,De Aar,-30.65,24.016
FADN,"Durban, Durban International Airport",-29.966,30.95
FADY,De Aar,-30.633,23.916
FAEL,"East London, East London Airport",-33.033,27.833
FAEO,Ermelo,-26.5,29.983
FAER,Ellisras,-23.726,27.688
FAFF,Frankfort,-27.266,28.5
FAFR,Fraserburg,-31.916,21.516
FAGB,Gobabis,-22.466,18.966
FAGE,Gough Island,-40.35,-9.883
FAGG,"George, George Airport",-34.0,22.383
FAGM,Rand,-26.25,28.0
FAGR,Graaff Reinet,-32.25,24.533
FAGY,Greytown,-29.116,30.566
FAHS,Hoedspruit,-24.366,31.033
FAIR,Pretoria Irene,-25.916,28.216
FAJS,Johannesburg International Airport,-26.133,28.233
FAKD,Klerksdorp,-26.866,26.716
FAKM,"Kimberley, Kim-Apt",-28.8,24.766
FALA,Lanseria,-25.933,27.933
FALT,Lichtenburg,-26.183,26.183
FALW,Langebaanweg,-32.966,18.166
FALY,Ladysmith,-28.566,29.766
FAMB,Middelburg,-31.483,25.033
FAME,Marion Island,-46.883,37.866
FAMG,Margate,-30.85,30.35
FAMM,Mafikeng Intl. Ad,-25.783,25.533
FAMO,Mossel Bay Cape Saint Blaize,-34.183,22.15
FANC,Newcastle,-27.783,29.983
FANS,Nelspruit,-25.433,30.983
FAOB,Overberg,-34.6,20.283
FAOH,Oudtshoorn,-33.566,22.216
FAPB,Pietersburg,-23.866,29.45
FAPE,"Port Elizabeth, Port E Apt",-33.983,25.6
FAPG,Plettenberg Bay,-34.088,23.329
FAPH,Phalaborwa,-23.933,31.15
FAPI,Pietersburg Civil,-23.9,29.466
FAPJ,Port St Johns,-31.633,29.55
FAPM,Pietermaritzburg,-29.65,30.4
FAPR,Pretoria,-25.733,28.183
FAPS,Potchefstroom,-26.671,27.081
FAQT,Queenstown,-31.9,26.866
FARB,Richard Bay,-28.8,32.1
FARG,Rustenburg,-25.644,27.271
FASB,Springbok,-29.666,17.866
FASI,Springs,-26.248,28.397
FASR,Standerton,-26.933,29.216
FASS,Sishen,-27.649,23.0
FATC,Tristan Da Cunha,-37.05,-12.316
FATZ,Tzaneen,-23.816,30.333
FAUL,Ulundi,-28.318,31.417
FAUP,"Upington, Up-Apt",-28.4,21.266
FAUT,Umtata,-31.533,28.666
FAVB,Vryburg,-26.95,24.633
FAVG,Durban/Virginia,-29.770,31.060
FAVR,Vredendal,-31.666,18.5
FAVV,Vereeniging,-26.574,27.962
FAVY,Vryheid,-27.783,30.8
FAWB,Wonderboom / Pretoria,-25.65,28.216
FAWI,Witbank,-25.830,29.192
FAWK,Waterkloof (SAAF),-25.833,28.216
FAWM,Welkom,-28.0,26.666
FBFT,Francistown,-21.216,27.5
FBGZ,Ghanzi,-21.7,21.65
FBJW,Jwaneng,-24.6,24.666
FBKE,Kasane,-17.816,25.15
FBLT,Letlhakane,-21.416,25.6
FBMN,Maun,-19.983,23.416
FBSK,Seretse Khama International Airport,-24.216,25.916
FBSN,Sua-Pan,-20.466,25.983
FBSP,Selebi Phikwe,-22.055,27.820
FBSW,Shakawe,-18.366,21.85
FBTE,Tshane,-24.016,21.883
FBTS,Tsabong,-26.05,22.45
FCBB,Brazzaville / Maya-Maya,-4.25,15.25
FCBD,Djambala,-2.533,14.766
FCBM,Mouyondzi,-3.983,13.916
FCBO,M'Pouya,-2.616,16.216
FCBS,Sibiti,-3.683,13.35
FCOG,Gamboma,-1.866,15.866
FCOI,Impfondo,1.616,18.066
FCOM,Makoua,-0.016,15.583
FCOS,Souanke,2.066,14.133
FCOU,Ouesso,1.616,16.05
FCPA,Makabana,-3.483,12.616
FCPL,Loubomo,-4.2,12.7
FCPP,Pointe-Noire,-4.816,11.9
FDMS,Manzini / Matsapa Airport,-26.533,31.3
FEFA,Alindao,5.05,21.2
FEFB,Obo,5.4,26.5
FEFF,Bangui,4.4,18.516
FEFG,Bangassou,4.733,22.833
FEFI,Birao,10.283,22.783
FEFL,Bossembele,5.266,17.633
FEFM,Bambari,5.85,20.65
FEFN,N'Dele,8.4,20.65
FEFO,Bouar,5.966,15.633
FEFR,Bria,6.533,21.983
FEFS,Bossangoa,6.483,17.433
FEFT,Berberati,4.25,15.8
FEFY,Yalinga,6.5,23.266
FGSL,Malabo/Fernando Poo,3.75,8.766
FHAW,Wide Awake Field Ascension Island,-7.966,-14.4
FIMP,Plaisance Mauritius,-20.433,57.666
FIMR,Rodrigues,-19.683,63.416
FJDG,NSF DIEGO GARCIA,-7.3,72.4
FKAF,Bafia,4.733,11.25
FKAG,Abong-Mbang,3.966,13.2
FKAL,Lomie,3.15,13.616
FKAM,Meiganga,6.533,14.366
FKAN,Nkongsamba,4.95,9.933
FKAO,Betare-Oya,5.6,14.066
FKAY,Yoko,5.55,12.366
FKKA,Maroua-Salak,10.45,14.25
FKKB,Kribi,2.95,9.9
FKKC,Tiko,4.083,9.366
FKKD,Douala Obs.,4.0,9.733
FKKF,Mamfe,5.716,9.283
FKKI,Batouri,4.466,14.366
FKKM,Koundja,5.65,10.75
FKKN,Ngaoundere,7.35,13.566
FKKR,Garoua,9.333,13.383
FKKV,Bamenda,6.05,10.116
FKKY,Younde Ii,3.833,11.533
FKYS,Yaounde,3.833,11.516
FLBA,Mbala,-8.85,31.333
FLCH,Choma,-16.833,27.066
FLCP,Chipata,-13.55,32.583
FLIK,Isoka,-10.116,32.633
FLKB,Kawambwa,-9.8,29.083
FLKO,Kaoma,-14.8,24.8
FLKS,Kasama,-10.216,31.133
FLKW,Kabwe,-14.45,28.466
FLLC,Lusaka City Airport,-14.45,28.466
FLLD,Lundazi,-12.283,33.2
FLLI,Livingstone,-17.816,25.816
FLLS,Lusaka Internationalairport,-15.316,28.45
FLMA,Mansa,-11.1,28.85
FLMF,Mfuwe,-13.258,31.936
FLMG,Mongu,-15.25,23.15
FLMP,Mpika,-11.9,31.433
FLMW,Mwinilunga,-11.75,24.433
FLND,Ndola,-13.0,28.65
FLPA,Kasempa,-13.533,25.85
FLPE,Petauke,-14.25,31.283
FLPO,Kabompo,-13.6,24.2
FLSE,Serenje,-13.233,30.216
FLSN,Senanga,-16.1,23.266
FLSS,Sesheke,-17.466,24.3
FLSW,Solwezi,-12.183,26.383
FLZB,Zambezi,-13.533,23.116
FMCH,Hahaya International Airport,-11.533,43.266
FMCV,Ouani Anjouan,-12.116,44.433
FMCZ,Dzaoudzi / Pamanzi Mayotte,-12.8,45.283
FMEE,Saint-Denis / Gillot,-20.883,55.516
FMEP,Saint-Pierre,-21.333,55.483
FMME,Antsirabe,-19.816,47.066
FMMH,Mahanoro,-19.833,48.8
FMMI,Antananarivo / Ivato,-18.8,47.483
FMMO,Maintirano,-18.05,44.033
FMMS,Sainte-Marie Aerodrome,-17.083,49.816
FMMT,Tamatave,-18.116,49.4
FMMV,Morondava,-20.283,44.316
FMNA,Diego-Suarez,-12.35,49.3
FMND,Andapa,-14.65,49.616
FMNH,Antalaha,-14.883,50.25
FMNL,Analalava,-14.633,47.766
FMNM,Majunga,-15.666,46.35
FMNN,Fascene Nossi-Be,-13.316,48.316
FMNQ,Besalampy,-16.75,44.483
FMNS,Sambava,-14.283,50.166
FMNV,Vohemar,-13.366,50.0
FMSD,Fort-Dauphin,-25.033,46.95
FMSF,Fianarantsoa,-21.45,47.1
FMSG,Farafangana,-22.8,47.833
FMSM,Mananjary,-21.2,48.366
FMSO,Ranohira,-22.55,45.4
FMSR,Morombe,-21.75,43.366
FMST,Tulear,-23.383,43.733
FNBG,Monbaca Benguela,-12.583,13.416
FNCA,Cabinda,-5.55,12.183
FNHU,Huambo Nova Lisboa,-12.8,15.75
FNKU,Bie Silva Porto,-12.383,16.95
FNLU,Luanda,-8.85,13.233
FOGM,Mouila,-1.866,11.016
FOGR,Lambarene,-0.716,10.233
FOOB,Bitam,2.083,11.483
FOOC,Cocobeach,1.0,9.6
FOOD,Moanda,-1.533,13.266
FOOE,Mekambo,1.016,13.933
FOOG,Port-Gentil,-0.7,8.75
FOOK,Makokou,0.566,12.866
FOOL,Libreville,0.45,9.416
FOOM,Mitzic,0.783,11.533
FOON,Franceville / Mvengue,-1.65,13.433
FOOR,Lastoursville,-0.833,12.716
FOOT,Tchibanga,-2.85,11.016
FOOY,Mayumba,-3.416,10.65
FPPR,Principe,1.65,7.416
FPST,S. Tome,0.383,6.716
FQBR,Beira,-19.8,34.9
FQCB,Cuamba,-14.816,36.533
FQCH,Chimoio,-19.116,33.466
FQIN,Inhambane,-23.866,35.383
FQLC,Lichinga,-13.3,35.233
FQLU,Lumbo,-15.033,40.666
FQMA,Maputo / Mavalane,-25.916,32.566
FQMP,Mocimboa Da Praia,-11.35,40.366
FQNP,Nampula,-15.1,39.283
FQPB,Pemba,-12.983,40.533
FQQL,Quelimane,-17.883,36.883
FQTE,Tete,-16.183,33.583
FQTT,Tete / Chingozi,-16.1,33.633
FQVL,Vilanculos,-22.0,35.316
FQXA,Xai Xai,-25.05,33.633
FSIA,Seychelles Inter-National Airport,-4.666,55.516
FSSS,Seychelles International Airport Rawinsonde Station,-4.683,55.533
FTTA,Sarh,9.15,18.383
FTTC,Abeche,13.85,20.85
FTTD,Moundou,8.616,16.066
FTTJ,Ndjamena,12.133,15.033
FTTK,Bokoro,12.383,17.05
FTTL,Bol-Berim,13.433,14.733
FTTN,Am-Timan,11.033,20.283
FTTP,Pala,9.366,14.916
FTTY,Faya,18.0,19.166
FVBB,Beitbridge,-22.216,30.0
FVBI,Binga,-17.616,27.333
FVBU,Bulawayo Airport,-20.016,28.616
FVCH,Chipinge,-20.2,32.616
FVCZ,Buffalo Range,-21.016,31.583
FVFA,Victoria Falls,-18.1,25.85
FVGO,Gokwe,-18.216,28.933
FVHA,Harare Kutsaga,-17.916,31.133
FVKA,Karoi,-16.833,29.616
FVKB,Kariba,-16.516,28.883
FVMT,Mutoko,-17.416,32.216
FVMV,Masvingo,-20.066,30.866
FVRU,Rusape,-18.533,32.133
FVTL,Gweru,-19.45,29.85
FVWN,Hwange National Park,-18.633,27.0
FWCL,Chileka,-15.683,34.966
FWCT,Chitipa,-9.7,33.266
FWDZ,Dedza,-14.316,34.266
FWKA,Karonga,-9.95,33.883
FWKI,Lilongwe International Airport,-13.783,33.766
FWKK,Nkhota Kota,-12.916,34.266
FWMG,Mangochi,-14.433,35.25
FWMY,Monkey Bay,-14.083,34.916
FWMZ,Mzimba,-11.883,33.616
FWSM,Salima,-13.75,34.583
FWUU,Mzuzu,-11.45,34.016
FXMM,Maseru / Moshoeshoe,-29.45,27.55
FXMU,Maseru-Mia,-29.45,27.55
FYGF,Grootfontein,-19.6,18.116
FYKM,Katima Mulilo,-17.634,24.176
FYKT,Keetmanshoop,-26.533,18.116
FYLZ,Luderitz / Diaz Point,-26.683,15.25
FYOA,Ondangwa,-17.878,15.952
FYRK,Rooikop Saaf / Civ,-22.983,14.65
FYRU,Rundu,-17.916,19.766
FYWB,Walvis Bay,-22.983,14.65
FYWH,J. G. Strijdom,-22.483,17.466
FYWW,"Windhoek, Town MET",-22.566,17.1
FZAA,Kinshasa / N'Djili,-4.383,15.433
FZAG,Moanda,-6.0,12.416
FZAM,Matadi,-5.8,13.433
FZAN,Inga,-5.516,13.583
FZBA,Inongo,-1.966,18.266
FZBO,Bandundu,-3.3,17.35
FZCA,Kikwit,-5.033,18.8
FZCS,Kenge,-4.916,17.066
FZEA,Mbandaka,0.05,18.266
FZFK,Gemena,3.283,19.783
FZGN,Boende,-0.216,20.85
FZIA,Kisangani,0.516,25.183
FZMB,Butembo,0.133,29.266
FZNA,Goma,-1.683,29.233
FZNC,Rutshuru,-1.183,29.45
FZOA,Kindu,-2.95,25.916
FZQA,Lubumbashi-Luano,-11.666,27.483
FZQM,Kolwezi,-10.716,25.45
FZRA,Manono,-7.283,27.433
FZRF,Kalemie,-5.883,29.183
FZRQ,Kongolo,-5.35,27.0
FZSA,Kamina / Base,-8.633,25.25
FZUA,Kananga,-5.883,22.416
FZUK,Tshikapa,-6.416,20.85
FZVA,Lodja,-3.483,23.466
FZVI,Lusambo,-4.966,23.433
FZVS,Ilebo,-4.333,20.583
FZWA,Mbuji-Mayi,-6.166,23.616
GABG,Bougouni,11.416,-7.5
GABS,Bamako / Senou,12.533,-7.95
GAGO,Gao,16.266,-0.05
GAHB,Hombori,15.333,-1.683
GAKA,Kenieba,12.85,-11.233
GAKL,Kidal,18.433,1.35
GAKO,Koutiala,12.383,-5.466
GAKT,Kita,13.066,-9.466
GAKY,Kayes,14.433,-11.433
GAMB,Mopti,14.516,-4.1
GAMK,Menaka,15.866,2.216
GANK,Nara,15.166,-7.283
GANR,Nioro Du Sahel,15.233,-9.35
GASG,Segou,13.4,-6.15
GASK,Sikasso,11.35,-5.683
GASN,San,13.333,-4.833
GATB,Tombouctou,16.716,-3.0
GATS,Tessalit,20.2,0.983
GBYD,Banjul / Yundum,13.35,-16.8
GCFV,Fuerteventura / Aeropuerto,28.45,-13.866
GCHI,Hierro / Aeropuerto,27.816,-17.883
GCLA,La Palma / Aeropuerto,28.616,-17.75
GCLP,Gran Canaria - Canary Islands,27.933,-15.383
GCRR,Lanzarote / Aeropuerto,28.95,-13.6
GCTS,Tenerife Sur,28.05,-16.566
GCXO,Tenerife / Los Rodeos,28.466,-16.316
GEML,Melilla,35.283,-2.95
GFLL,Lungi,8.616,-13.2
GGBF,Bafata,12.166,-14.666
GGOV,Bissau Aeroport,11.883,-15.65
GLRB,"Grand Bassa, Roberts Field",6.25,-10.35
GMAA,Agadir,30.383,-9.566
GMAD,Agadir Al Massira,30.333,-9.4
GMAT,Tan-Tan,28.45,-11.15
GMFF,Fes-Sais,33.933,-4.983
GMFI,Ifrane,33.5,-5.166
GMFK,Errachidia,31.933,-4.4
GMFM,Meknes,33.883,-5.533
GMFN,Nador,35.15,-2.916
GMFO,Oujda,34.783,-1.933
GMFZ,Taza,34.216,-4.0
GMMC,Casablanca,33.566,-7.666
GMME,Rabat-Sale,34.05,-6.766
GMMF,Sidi Ifni,29.366,-10.183
GMMI,Essaouira,31.516,-9.783
GMML,Laayoune/Hassan Isl,27.166,-13.216
GMMN,Nouasseur,33.366,-7.583
GMMS,Safi,32.283,-9.233
GMMW,Nador/Arwi,34.988,-3.028
GMMX,Marrakech,31.616,-8.033
GMMY,Kenitra,34.3,-6.6
GMMZ,Ouarzazate,30.933,-6.9
GMTA,Al Hoceima,35.183,-3.85
GMTN,Tetuan / Sania Ramel,35.583,-5.333
GMTT,Tanger Aerodrome,35.733,-5.9
GOGG,Ziguinchor,12.55,-16.266
GOGK,Kolda,12.883,-14.966
GOGS,Cap-Skirring,12.4,-16.75
GOOD,Diourbel,14.65,-16.233
GOOG,Linguere,15.383,-15.116
GOOK,Kaolack,14.133,-16.066
GOOY,Dakar / Yoff,14.733,-17.5
GOSM,Matam,15.65,-13.25
GOSP,Podor,16.65,-14.966
GOSS,Saint-Louis,16.05,-16.45
GOTK,Kedougou,12.566,-12.216
GOTT,Tambacounda,13.766,-13.683
GQNA,Aioun El Atrouss,16.7,-9.6
GQNB,Boutilimit,17.533,-14.683
GQND,Tidjikja,18.566,-11.433
GQNF,Kiffa,16.633,-11.4
GQNI,Nema,16.6,-7.266
GQNJ,Akjoujt,19.75,-14.366
GQNK,Kaedi,16.15,-13.516
GQNN,Nouakchott,18.1,-15.95
GQNR,Rosso,16.5,-15.816
GQPA,Atar,20.516,-13.066
GQPP,Nouadhibou,20.933,-17.033
GQPT,Bir Moghrein,25.233,-11.616
GSVO,Villa Cisneros,23.7,-15.866
GUCY,Conakry / Gbessia,9.566,-13.616
GUFH,Faranah / Badala,10.033,-10.75
GUID,Kindia,10.05,-12.866
GUKU,Kissidougou,9.183,-10.1
GULB,Labe,11.316,-12.3
GUMA,Macenta,8.533,-9.466
GUNZ,N'Zerekore,7.733,-8.833
GUOK,Boke,10.933,-14.316
GUSI,Siguiri,11.433,-9.166
GUXD,Kankan,10.383,-9.3
GVAC,Sal,16.733,-22.95
HAAB,Addis Ababa,8.983,38.8
HAAG,Agordat,15.55,37.883
HAAM,Arba Minch,6.066,37.666
HAAW,Awash,8.983,40.166
HAAX,Axum,14.116,38.716
HABC,Baco / Bako,5.833,36.616
HABD,Bahar Dar,11.6,37.4
HADC,Combolcha,11.083,39.716
HADM,Debremarcos,10.35,37.716
HADR,Dire Dawa,9.6,41.866
HAGH,Ghinnir / Ginir,7.15,40.716
HAGN,Gondar,12.533,37.433
HAGO,Gode,5.1,44.583
HAGR,Gore,8.166,35.55
HAHM,Harar Meda,8.733,39.0
HAJJ,Jiggiga,9.333,42.716
HAJM,Jimma,7.666,36.833
HAKD,Kabre Dare Military,6.75,44.283
HALA,Awassa,7.066,38.5
HAMK,Makale,13.5,39.483
HAML,Masslo / Meslo,6.366,39.833
HAMS,Massawa,15.616,39.45
HANG,Neghelli,5.283,39.75
HASB,Assab,13.066,42.716
HASO,Assosa / Asosa,10.033,34.533
HATS,Tessenei / Teseney,15.116,36.683
HBBA,Bujumbura,-3.316,29.316
HCMH,Hargeisa,9.5,44.083
HCMI,Berbera,10.416,45.016
HCMM,Mogadiscio,2.033,45.35
HCMN,Belet Uen,4.7,45.216
HCMV,Burao,9.5,45.566
HDAM,Djibouti \ Ambouli,11.55,43.166
HEAR,El Arish,31.083,33.816
HEAT,Asyut,27.05,31.016
HEAX,Alexandria / Nouzha,31.2,29.95
HEBA,Alexandria Borg El Arab,31.516,30.166
HECA,Cairo Airport,30.133,31.4
HEGN,Hurguada,27.15,33.716
HELX,Luxor,25.666,32.7
HEMM,Mersa Matruh,31.333,27.216
HEPS,Port Said,31.266,32.3
HESH,Sharm El Sheikhintl,27.966,34.383
HESN,Asswan,23.966,32.783
HETB,Taba,29.599,34.776
HETR,El Tor,28.233,32.616
HFFF,Djibouti,11.55,43.15
HHAS,Asmara,15.283,38.916
HKEL,Eldoret,0.533,35.283
HKEM,Embu,-0.5,37.45
HKGA,Garissa,-0.466,39.633
HKIS,Isiolo,0.35,37.583
HKJK,Nairobi/Jomo Kenyatta Airport TWR/APP/NOF/Civil Airlines,-1.316,36.916
HKKG,Kakamega,0.283,34.783
HKKI,Kisumu,-0.1,34.75
HKKR,Kericho,-0.366,35.35
HKKS,Kisii,-0.666,34.783
HKKT,Kitale,1.016,35.0
HKLO,Lodwar,3.116,35.616
HKLU,Lamu,-2.266,40.833
HKMA,Mandera,3.933,41.866
HKMB,Marsabit,2.3,37.9
HKME,Meru,0.083,37.65
HKML,Malindi,-3.233,40.1
HKMO,Mombasa,-4.033,39.616
HKMU,Makindu,-2.283,37.833
HKMY,Moyale,3.533,39.05
HKNA,Nairobi ACC/FIC/RCC/MET/COM/,-1.316,36.933
HKNC,Nairobi / Dagoretti,-1.3,36.75
HKNI,Nyeri,-0.5,36.966
HKNK,Nakuru,-0.266,36.1
HKNO,Narok,-1.133,35.833
HKNW,Nairobi / Wilson,-1.316,36.816
HKNY,Nanyuki,-0.066,37.033
HKVO,Voi,-3.4,38.566
HKWJ,Wajir,1.75,40.066
HLGT,Ghat,25.133,10.15
HLKF,Kufra,24.216,23.3
HLLB,Benina,32.1,20.266
HLLS,Sebha,27.016,14.45
HLLT,Tripoli Inter-National Airport,32.666,13.15
HLTD,Ghadames,30.133,9.5
HRYG,Gisenyi,-1.666,29.25
HRYR,Kigali,-1.966,30.116
HSAT,Atbara,17.7,33.966
HSDN,Dongola,19.166,30.483
HSDZ,Damazine,11.783,34.383
HSFS,El Fasher,13.616,25.333
HSGF,Gedaref,14.033,35.4
HSGN,Geneina,13.483,22.45
HSKA,Kassala,15.466,36.4
HSKI,Kosti,13.166,32.666
HSLI,Kadugli,11.0,29.716
HSNL,Nyala,12.05,24.883
HSNR,Sennar,13.55,33.616
HSOB,El Obeid,13.166,30.233
HSPN,Port Sudan International,19.433,37.233
HSRN,Renk,11.75,32.783
HSSJ,Juba,4.866,31.6
HSSM,Malakal,9.55,31.65
HSSP,Port Sudan,19.583,37.216
HSSS,Khartoum,15.6,32.55
HSSW,Wadi Halfa,21.816,31.483
HTAR,Arusha,-3.333,36.616
HTBU,Bukoba,-1.333,31.816
HTDA,Dar Es Salaam Airport,-6.866,39.2
HTDO,Dodoma,-6.166,35.766
HTIR,Iringa,-7.666,35.75
HTKA,Kigoma,-4.883,29.633
HTKI,Kilwa Masoko,-8.933,39.516
HTKJ,Kilimanjaro Airport,-3.416,37.066
HTMB,Mbeya,-8.933,33.466
HTMG,Morogoro,-6.833,37.65
HTMO,Mombo,-4.883,38.283
HTMS,Moshi,-3.35,37.333
HTMT,Mtwara,-10.266,40.183
HTMU,Musoma,-1.5,33.8
HTMW,Mwanza,-2.466,32.916
HTNA,Nachingwea,-10.35,38.75
HTPE,Pemba / Karume Airport,-5.25,39.816
HTSE,Same,-4.083,37.716
HTSO,Songea,-10.683,35.583
HTSY,Shinyanga,-3.5,33.0
HTTB,Tabora Airport,-5.083,32.833
HTTG,Tanga,-5.083,39.066
HTZA,Zanzibar / Kisauni,-6.216,39.216
HUAR,Arua,3.05,30.916
HUEN,Entebbe Airport,0.05,32.45
HUFP,Fort Portal,0.666,30.283
HUGU,Gulu,2.75,32.333
HUJI,Jinja,0.45,33.183
HUKB,Kabale,-1.25,29.983
HUKS,Kasese,0.183,30.1
HULI,Lira,2.25,32.9
HUMA,Mbarara,-0.616,30.65
HUMI,Masindi,1.683,31.716
HUMO,Moroto,2.533,34.65
HUSO,Soroti,1.716,33.616
HUTO,Tororo,0.683,34.166
K01R,"Claiborne Range, Airways Facilities Sector",31.133,-92.566
K01T,High Island,28.133,-94.4
K03Y,Hallock,48.783,-96.95
K04V,"Saguache, Saguache Municipal Airport",38.097,-106.168
K05F,"Gatesville, City-County Airport",31.421,-97.796
K06D,Rolla Municipal Airport,48.884,-99.620
K07S,"Deer Park, Deer Park Airport",47.974,-117.428
K08D,Stanley Municipal Airport,48.300,-102.406
K0D1,"South Haven, South Haven Area Regional Airport",42.350,-86.256
K0E4,Payson,34.233,-111.333
K0J4,FLORALA AIRPORT,31.033,-86.3
K0V1,"Custer, Custer County Airport",43.733,-103.611
K0VG,Lee County Airport,36.653,-83.217
K0Y2,Sturgeon Bay,44.783,-87.316
K11J,"Blakely, Early County Airport",31.396,-84.895
K11R,"Brenham, Brenham Municipal Airport",30.218,-96.374
K12B,New Castles Coast Guard Light Station,43.116,-70.483
K12C,"Rochelle, Rochelle Municipal-Koritz Field Airport",41.893,-89.078
K12N,AEROFLEX-ANDOVER AIRPORT,41.016,-74.733
K13G,Niagara Coast Guard Station,43.266,-79.066
K14B,Great Duck Island Coast Guard Light Station,44.15,-68.25
K14C,Frankfort Coast Guard Station,44.633,-86.25
K14R,"Caldwell, Caldwell Municipal Airport",30.515,-96.703
K14Y,Todd Field Airport,45.9,-94.866
K15C,Milwaukee Coast Guard Light Station,43.016,-87.95
K16B,Heron Neck Coast Guard Light Station,44.033,-68.866
